,ageRange,gender,isLGBT+,continent,gmtOffset,education,isStudent,employmentStatus,weeklyConsFreq,sociallyAnxious,consumptionSources,platform,isPayer,prefersSubs,visQuality,storyQuality,characterRelatability,firstFavGenre,secondFavGenre,vTuberSub,consumesHMat,socInc,wantsMoreSeinen
0,1.0,Man,0.0,Australia,11.0,HS,1.0,Unemployed,7.0,0.0,Anime;Manga;Doujinshi,OTHER,1.0,1.0,8.0,6.0,3.0,Comedy/SoL,Rom/Dram,1.0,1.0,Maybe,1.0
1,1.0,Woman,0.0,North America,-5.0,AA/AS,0.0,FullTimer,7.0,0.0,Anime;Manga;Light Novels;Visual Novels,OTHER,1.0,1.0,9.0,8.0,5.0,SciFi/M&M,Action,0.0,0.0,Maybe,1.0
2,0.0,Woman,1.0,North America,-5.0,HSDropout,1.0,Unemployed,6.0,1.0,Anime;Manga,GSS,1.0,1.0,8.0,8.0,7.0,Comedy/SoL,Action,1.0,0.0,Yes,1.0
3,1.0,Man,0.0,Europe,0.0,BA/BS,1.0,Unemployed,4.0,1.0,Anime,AFSS,1.0,0.0,9.0,7.0,9.0,SciFi/M&M,Action,0.0,1.0,Yes,1.0
4,0.0,Man,0.0,North America,-6.0,HSDropout,1.0,Unemployed,4.0,0.0,Anime;Manga;Light Novels,AFSS,1.0,1.0,6.0,7.0,5.0,Comedy/SoL,Fantasy,1.0,0.0,No,1.0
5,3.0,Man,0.0,Europe,1.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Visual Novels,AFSS,1.0,1.0,4.0,8.0,4.0,Rom/Dram,Comedy/SoL,0.0,1.0,No,1.0
6,1.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga,GSS,0.0,0.0,3.0,10.0,9.0,Psycho,Action,1.0,0.0,Yes,1.0
7,2.0,Man,0.0,Asia,0.0,BA/BS,1.0,FullTimer,3.0,1.0,Anime;Manga;Doujinshi,GSS,0.0,1.0,7.0,9.0,8.0,Comedy/SoL,Psycho,1.0,1.0,Yes,1.0
8,1.0,Man,0.0,North America,-5.0,HS,0.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,OTHER,1.0,0.0,8.0,10.0,7.0,Rom/Dram,Psycho,1.0,1.0,No,1.0
9,1.0,Woman,0.0,North America,-5.0,BA/BS,0.0,FullTimer,2.0,1.0,Anime;Manga,GSS,0.0,1.0,9.0,9.0,6.0,SciFi/M&M,Psycho,0.0,0.0,Yes,1.0
10,3.0,Man,0.0,North America,-8.0,MS,1.0,Unemployed,7.0,0.0,Anime,OTHER,0.0,1.0,7.0,8.0,0.0,Comedy/SoL,Psycho,0.0,0.0,Maybe,1.0
11,1.0,Man,0.0,Europe,1.0,HS,1.0,Unemployed,7.0,1.0,Anime;Manga;Visual Novels,AFSS,1.0,1.0,5.0,8.0,8.0,Rom/Dram,Psycho,0.0,0.0,Yes,1.0
12,0.0,Man,0.0,Asia,8.0,HSDropout,1.0,FullTimer,7.0,0.0,Anime;Light Novels,OTHER,0.0,1.0,5.0,10.0,9.0,Psycho,Rom/Dram,0.0,0.0,Yes,1.0
13,2.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,3.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,7.0,9.0,6.0,SciFi/M&M,Rom/Dram,0.0,1.0,Yes,1.0
14,1.0,Woman,0.0,North America,-6.0,HS,1.0,PartTimer,2.0,1.0,Anime;Manga,AFSS,0.0,1.0,7.0,9.0,6.0,Comedy/SoL,Action,0.0,1.0,Yes,1.0
15,5.0,Man,0.0,North America,-6.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Light Novels,OTHER,0.0,1.0,6.0,8.0,2.0,Fantasy,Comedy/SoL,0.0,1.0,No,0.0
16,1.0,Woman,0.0,Australia,11.0,BA/BS,1.0,Unemployed,7.0,0.0,Anime;Manga,AFSS,1.0,1.0,8.0,10.0,10.0,Comedy/SoL,SciFi/M&M,0.0,0.0,Yes,1.0
17,1.0,Man,0.0,North America,-5.0,HS,0.0,FullTimer,7.0,1.0,Anime;Manga;Visual Novels,AFSS,1.0,1.0,8.0,10.0,0.0,Psycho,Rom/Dram,0.0,1.0,No,1.0
18,1.0,Man,0.0,North America,-6.0,AA/AS,1.0,FullTimer,3.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,8.0,5.0,Action,Rom/Dram,1.0,1.0,Maybe,1.0
19,1.0,Woman,1.0,North America,-5.0,AA/AS,0.0,PartTimer,4.0,1.0,Anime;Manga,OTHER,1.0,1.0,6.0,9.0,3.0,SciFi/M&M,Action,0.0,1.0,Yes,1.0
20,1.0,Man,0.0,North America,0.0,HS,1.0,PartTimer,7.0,0.0,Anime;Visual Novels,AFSS,1.0,1.0,8.0,10.0,5.0,Psycho,Action,0.0,0.0,Yes,1.0
21,2.0,Woman,1.0,North America,-8.0,BA/BS,0.0,FullTimer,3.0,1.0,Anime;Manga;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,8.0,7.0,Psycho,Supernatural,0.0,0.0,Maybe,1.0
22,1.0,Woman,1.0,North America,-6.0,HS,1.0,PartTimer,5.0,1.0,Anime;Manga;Light Novels;Visual Novels,AFSS,1.0,1.0,2.0,9.0,1.0,Psycho,Rom/Dram,0.0,0.0,Maybe,1.0
24,1.0,Man,0.0,Asia,8.0,HS,0.0,FullTimer,7.0,1.0,Anime;Manga;Visual Novels,OTHER,0.0,1.0,7.0,7.0,9.0,Action,Supernatural,0.0,0.0,Yes,1.0
25,1.0,Man,1.0,Europe,1.0,BA/BS,1.0,Unemployed,6.0,1.0,Anime;Manga,AFSS,1.0,0.0,3.0,9.0,7.0,Rom/Dram,Comedy/SoL,0.0,0.0,Yes,1.0
26,1.0,Man,0.0,Australia,13.0,HS,1.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi;Visual Novels,COPY,0.0,1.0,8.0,7.0,1.0,Comedy/SoL,Rom/Dram,1.0,1.0,No,0.0
28,1.0,Woman,0.0,Asia,5.5,BA/BS,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,GSS,0.0,1.0,8.0,10.0,9.0,Action,Rom/Dram,0.0,1.0,Yes,1.0
29,1.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,6.0,0.0,Anime;Manga,AFSS,1.0,1.0,9.0,10.0,4.0,Comedy/SoL,Action,0.0,0.0,Yes,1.0
31,1.0,Man,0.0,North America,-5.0,AA/AS,1.0,Unemployed,2.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,7.0,9.0,6.0,Action,SciFi/M&M,1.0,1.0,Yes,1.0
32,1.0,Man,0.0,North America,-5.0,AA/AS,1.0,Unemployed,2.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,7.0,9.0,6.0,Action,SciFi/M&M,1.0,1.0,Yes,1.0
33,1.0,Man,0.0,North America,-5.0,AA/AS,1.0,Unemployed,2.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,7.0,9.0,6.0,Action,SciFi/M&M,1.0,1.0,Yes,1.0
34,4.0,Woman,0.0,North America,-5.0,HS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,0.0,9.0,9.0,1.0,Action,Psycho,0.0,1.0,No,0.0
35,1.0,Man,0.0,Europe,1.0,HSDropout,1.0,Unemployed,4.0,0.0,Anime;Manga,AFSS,1.0,1.0,7.0,9.0,6.0,Action,Comedy/SoL,1.0,1.0,Maybe,1.0
36,2.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,8.0,8.0,7.0,Comedy/SoL,Rom/Dram,0.0,1.0,Maybe,1.0
37,2.0,Woman,0.0,North America,-5.0,BA/BS,0.0,FullTimer,5.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,0.0,9.0,10.0,0.0,SciFi/M&M,Fantasy,1.0,1.0,Yes,1.0
38,1.0,Man,0.0,North America,-5.0,MS,1.0,PartTimer,5.0,1.0,Anime;Manga,OTHER,0.0,1.0,9.0,8.0,1.0,Rom/Dram,Action,0.0,1.0,No,1.0
39,1.0,Woman,1.0,North America,-5.0,HS,1.0,PartTimer,2.0,1.0,Anime;Visual Novels,AFSS,1.0,0.0,4.0,8.0,4.0,Rom/Dram,Comedy/SoL,0.0,0.0,Maybe,1.0
40,1.0,Man,0.0,North America,-5.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Light Novels,AFSS,0.0,1.0,7.0,9.0,8.0,Rom/Dram,Comedy/SoL,1.0,1.0,Yes,1.0
41,1.0,Man,0.0,North America,-8.0,AA/AS,1.0,Unemployed,6.0,1.0,Anime;Doujinshi,OTHER,1.0,0.0,9.0,8.0,5.0,Action,Rom/Dram,0.0,1.0,Maybe,1.0
42,1.0,Enby,1.0,North America,-6.0,AA/AS,1.0,Unemployed,4.0,1.0,Anime;Manga,GSS,1.0,1.0,8.0,8.0,3.0,Comedy/SoL,Psycho,1.0,1.0,Yes,1.0
43,0.0,Man,0.0,North America,-6.0,HSDropout,1.0,Unemployed,7.0,0.0,Anime;Manga;Doujinshi;Light Novels,AFSS,0.0,1.0,8.0,10.0,8.0,Psycho,SciFi/M&M,1.0,1.0,Yes,1.0
44,2.0,Man,0.0,North America,-5.0,HS,0.0,Unemployed,5.0,1.0,Anime;Manga;Light Novels;Visual Novels,GSS,1.0,0.0,0.0,10.0,0.0,Psycho,SciFi/M&M,0.0,0.0,Yes,1.0
45,1.0,Man,0.0,Asia,5.5,BA/BS,1.0,Unemployed,7.0,0.0,Anime;Doujinshi,OTHER,0.0,1.0,8.0,8.0,3.0,Comedy/SoL,Fantasy,0.0,1.0,Maybe,1.0
46,0.0,Man,1.0,North America,-5.0,HSDropout,1.0,Unemployed,6.0,0.0,Anime,GSS,0.0,1.0,8.0,8.0,2.0,Psycho,Comedy/SoL,1.0,0.0,Yes,1.0
47,1.0,Man,0.0,North America,-6.0,AA/AS,0.0,FullTimer,6.0,1.0,Anime,GSS,0.0,0.0,7.0,10.0,4.0,Supernatural,Action,0.0,0.0,Yes,1.0
48,3.0,Man,0.0,North America,-4.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Light Novels;Visual Novels,AFSS,1.0,1.0,6.0,8.0,5.0,SciFi/M&M,Comedy/SoL,0.0,0.0,Maybe,1.0
49,1.0,Man,1.0,North America,-5.0,BA/BS,1.0,PartTimer,3.0,1.0,Anime;Manga,AFSS,1.0,1.0,7.0,9.0,5.0,Psycho,Comedy/SoL,1.0,1.0,Maybe,1.0
50,1.0,Man,0.0,Europe,1.0,HS,0.0,Unemployed,5.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,5.0,8.0,4.0,Fantasy,Supernatural,1.0,1.0,Maybe,1.0
51,1.0,Man,0.0,North America,-5.0,BA/BS,1.0,PartTimer,7.0,0.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,8.0,10.0,4.0,Action,Rom/Dram,1.0,1.0,Yes,1.0
52,1.0,Man,0.0,North America,-6.0,HS,0.0,FullTimer,6.0,1.0,Anime;Doujinshi,OTHER,0.0,1.0,7.0,10.0,3.0,Supernatural,Psycho,0.0,1.0,Maybe,1.0
53,3.0,Enby,0.0,North America,-5.0,HS,0.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,0.0,1.0,0.0,0.0,5.0,Psycho,Supernatural,0.0,1.0,No,0.0
54,1.0,Man,0.0,North America,-8.0,BA/BS,1.0,Unemployed,2.0,1.0,Anime;Manga;Doujinshi;Light Novels,GSS,1.0,1.0,8.0,10.0,8.0,Comedy/SoL,Rom/Dram,0.0,1.0,Maybe,1.0
55,1.0,Man,0.0,South America,-6.0,BA/BS,0.0,FullTimer,4.0,0.0,Anime;Manga;Light Novels;Visual Novels,OTHER,1.0,1.0,8.0,10.0,9.0,Psycho,SciFi/M&M,0.0,1.0,No,1.0
56,1.0,Man,0.0,Europe,0.0,AA/AS,1.0,Unemployed,3.0,0.0,Anime,OTHER,0.0,1.0,6.0,8.0,0.0,Action,Supernatural,0.0,0.0,Yes,1.0
57,2.0,Woman,1.0,North America,-5.0,BA/BS,0.0,FullTimer,1.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,5.0,10.0,3.0,Supernatural,Rom/Dram,1.0,0.0,Yes,1.0
59,1.0,Man,0.0,Europe,0.0,BA/BS,1.0,Unemployed,4.0,1.0,Anime;Manga;Doujinshi;Light Novels,OTHER,0.0,1.0,7.0,8.0,5.0,Action,Fantasy,1.0,1.0,Yes,1.0
60,3.0,Man,0.0,North America,-8.0,BA/BS,0.0,FullTimer,4.0,0.0,Anime;Manga;Doujinshi;Visual Novels,AFSS,1.0,1.0,2.0,8.0,3.0,SciFi/M&M,Action,0.0,1.0,Maybe,1.0
61,1.0,Man,0.0,North America,-5.0,AA/AS,1.0,Unemployed,3.0,1.0,Anime,OTHER,1.0,1.0,7.0,9.0,7.0,Psycho,Rom/Dram,1.0,0.0,No,1.0
62,1.0,Man,0.0,North America,-5.0,HS,0.0,PartTimer,7.0,1.0,Anime;Manga;Doujinshi,OTHER,1.0,1.0,6.0,10.0,0.0,Action,Comedy/SoL,0.0,1.0,Maybe,1.0
63,1.0,Man,0.0,North America,-5.0,HSDropout,1.0,PartTimer,6.0,0.0,Anime;Manga,OTHER,0.0,1.0,8.0,10.0,6.0,Comedy/SoL,Rom/Dram,0.0,1.0,Yes,1.0
64,2.0,Man,0.0,Australia,13.0,BA/BS,0.0,Unemployed,2.0,1.0,Anime,OTHER,1.0,1.0,6.0,8.0,6.0,Action,Rom/Dram,1.0,1.0,Maybe,1.0
66,2.0,Man,0.0,North America,-5.0,BA/BS,0.0,FullTimer,7.0,0.0,Anime;Visual Novels,AFSS,1.0,0.0,8.0,7.0,3.0,Supernatural,Action,0.0,1.0,Maybe,1.0
67,1.0,Man,1.0,North America,-4.0,HSDropout,0.0,PartTimer,6.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,8.0,9.0,4.0,Action,Fantasy,0.0,1.0,Yes,1.0
68,1.0,Man,0.0,North America,-5.0,BA/BS,0.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi,AFSS,0.0,1.0,8.0,10.0,1.0,Rom/Dram,Psycho,1.0,1.0,Maybe,1.0
69,1.0,Woman,0.0,North America,-5.0,MS,0.0,FullTimer,7.0,0.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,8.0,8.0,5.0,Fantasy,Comedy/SoL,0.0,0.0,Maybe,1.0
70,0.0,Man,1.0,North America,-5.0,HSDropout,1.0,Unemployed,5.0,1.0,Anime;Manga,AFSS,0.0,0.0,8.0,9.0,5.0,Psycho,Action,0.0,1.0,Yes,0.0
71,1.0,Man,0.0,North America,-5.0,BA/BS,1.0,FullTimer,6.0,1.0,Anime;Manga,AFSS,1.0,0.0,7.0,9.0,4.0,Comedy/SoL,Action,0.0,0.0,Yes,1.0
72,2.0,Man,0.0,South America,-3.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Light Novels;Visual Novels,OTHER,1.0,1.0,7.0,6.0,3.0,Rom/Dram,Comedy/SoL,1.0,1.0,Yes,1.0
73,1.0,Woman,0.0,North America,-6.0,BA/BS,0.0,FullTimer,3.0,0.0,Anime;Manga,OTHER,0.0,1.0,5.0,9.0,3.0,Psycho,Rom/Dram,0.0,0.0,Maybe,1.0
74,0.0,Man,0.0,North America,-7.0,HSDropout,1.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,1.0,1.0,8.0,9.0,6.0,Fantasy,Action,0.0,1.0,No,1.0
75,2.0,Woman,1.0,North America,-5.0,MS,0.0,FullTimer,3.0,1.0,Anime;Manga;Doujinshi;Visual Novels,AFSS,1.0,1.0,10.0,10.0,7.0,Action,Psycho,1.0,0.0,Yes,1.0
76,3.0,Man,0.0,North America,-6.0,HS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,7.0,5.0,Fantasy,Comedy/SoL,0.0,1.0,No,0.0
77,2.0,Woman,0.0,North America,-5.0,BA/BS,0.0,FullTimer,6.0,1.0,Anime;Manga;Light Novels;Visual Novels,AFSS,1.0,0.0,8.0,9.0,6.0,Comedy/SoL,Rom/Dram,0.0,0.0,Maybe,1.0
78,4.0,Man,0.0,North America,-6.0,HS,0.0,FullTimer,7.0,0.0,Anime;Manga;Doujinshi;Light Novels,AFSS,1.0,1.0,8.0,9.0,7.0,Comedy/SoL,Fantasy,0.0,1.0,No,1.0
80,2.0,Man,0.0,North America,-8.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,7.0,8.0,5.0,SciFi/M&M,Comedy/SoL,1.0,1.0,Maybe,1.0
81,0.0,Woman,1.0,North America,-6.0,HSDropout,1.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi;Light Novels,OTHER,0.0,1.0,5.0,8.0,4.0,Psycho,Comedy/SoL,1.0,0.0,Yes,1.0
82,1.0,Man,0.0,North America,-6.0,BA/BS,0.0,FullTimer,7.0,0.0,Anime;Manga;Visual Novels,GSS,1.0,1.0,5.0,10.0,5.0,SciFi/M&M,Comedy/SoL,0.0,0.0,Yes,1.0
84,2.0,Man,0.0,Europe,0.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Visual Novels,AFSS,1.0,1.0,7.0,9.0,8.0,Rom/Dram,Comedy/SoL,0.0,0.0,Maybe,1.0
85,2.0,Man,0.0,North America,-6.0,HS,0.0,FullTimer,3.0,1.0,Anime;Manga,AFSS,1.0,1.0,9.0,10.0,7.0,Action,Psycho,0.0,0.0,Maybe,1.0
86,1.0,Man,0.0,North America,-7.0,HS,1.0,Unemployed,4.0,0.0,Anime;Manga,OTHER,0.0,1.0,6.0,10.0,2.0,Psycho,Comedy/SoL,1.0,1.0,Maybe,1.0
87,1.0,Man,0.0,North America,-5.0,BA/BS,1.0,PartTimer,4.0,0.0,Anime;Visual Novels,AFSS,1.0,0.0,8.0,9.0,7.0,Action,Psycho,0.0,1.0,Yes,1.0
88,1.0,Man,0.0,North America,-5.0,HS,1.0,PartTimer,7.0,0.0,Anime;Manga;Light Novels;Visual Novels,OTHER,0.0,1.0,7.0,8.0,4.0,Rom/Dram,Psycho,1.0,0.0,Maybe,1.0
90,1.0,Man,0.0,North America,-8.0,BA/BS,1.0,Unemployed,4.0,0.0,Anime,GSS,0.0,1.0,6.0,9.0,7.0,Psycho,Rom/Dram,0.0,0.0,Yes,1.0
91,1.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,OTHER,1.0,1.0,7.0,9.0,8.0,Action,Rom/Dram,0.0,1.0,No,1.0
92,2.0,Woman,0.0,Asia,-6.0,MS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,8.0,5.0,Supernatural,Fantasy,1.0,1.0,Maybe,1.0
93,1.0,Man,0.0,North America,-5.0,AA/AS,1.0,PartTimer,7.0,0.0,Anime;Manga,AFSS,1.0,1.0,5.0,5.0,5.0,Fantasy,Rom/Dram,0.0,1.0,Maybe,1.0
94,1.0,Man,0.0,North America,-5.0,AA/AS,1.0,PartTimer,7.0,1.0,Anime;Manga;Doujinshi;Light Novels,AFSS,1.0,1.0,8.0,7.0,8.0,Comedy/SoL,Action,0.0,1.0,Maybe,1.0
95,1.0,Man,1.0,North America,-6.0,BA/BS,1.0,FullTimer,3.0,0.0,Anime,OTHER,0.0,1.0,7.0,10.0,2.0,Rom/Dram,Action,0.0,0.0,Maybe,1.0
96,1.0,Man,0.0,North America,0.0,T/VS,0.0,FullTimer,4.0,1.0,Anime;Light Novels;Visual Novels,AFSS,1.0,1.0,5.0,7.0,3.0,Fantasy,Rom/Dram,1.0,1.0,No,1.0
97,1.0,Woman,0.0,North America,-5.0,BA/BS,1.0,PartTimer,7.0,1.0,Anime,OTHER,0.0,1.0,7.0,9.0,7.0,Action,Comedy/SoL,0.0,1.0,Yes,1.0
98,1.0,Man,1.0,Asia,0.0,BA/BS,1.0,Unemployed,4.0,1.0,Anime;Manga,OTHER,0.0,1.0,6.0,6.0,7.0,Psycho,Action,0.0,1.0,Maybe,1.0
100,0.0,Man,0.0,North America,-6.0,HSDropout,1.0,Unemployed,5.0,0.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,6.0,8.0,4.0,Rom/Dram,Comedy/SoL,0.0,1.0,Maybe,0.0
101,0.0,Man,0.0,North America,-8.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,6.0,8.0,5.0,Psycho,Supernatural,0.0,1.0,Maybe,1.0
102,1.0,Man,0.0,North America,-6.0,BA/BS,0.0,FullTimer,4.0,0.0,Anime;Manga,OTHER,0.0,0.0,8.0,10.0,7.0,Rom/Dram,Action,0.0,1.0,Maybe,1.0
103,2.0,Man,0.0,North America,-6.0,MS,0.0,Unemployed,5.0,1.0,Anime;Manga,AFSS,1.0,0.0,7.0,10.0,5.0,SciFi/M&M,Action,0.0,0.0,Yes,1.0
104,2.0,Enby,1.0,Europe,0.0,HSDropout,0.0,FullTimer,1.0,1.0,Anime,OTHER,0.0,1.0,10.0,6.0,7.0,Comedy/SoL,Rom/Dram,0.0,0.0,Yes,0.0
105,2.0,Man,0.0,North America,-6.0,BA/BS,0.0,Unemployed,7.0,1.0,Anime,AFSS,1.0,1.0,7.0,8.0,8.0,Action,Fantasy,0.0,1.0,Yes,1.0
106,0.0,Man,0.0,Europe,1.0,HSDropout,1.0,Unemployed,7.0,0.0,Anime;Manga;Doujinshi;Light Novels,AFSS,1.0,1.0,6.0,8.0,8.0,Fantasy,Supernatural,1.0,1.0,Maybe,1.0
107,1.0,Man,0.0,North America,-8.0,HS,0.0,Unemployed,7.0,1.0,Anime;Manga,OTHER,0.0,1.0,7.0,9.0,8.0,Psycho,Action,0.0,1.0,Yes,1.0
108,1.0,Enby,1.0,North America,-7.0,MS,0.0,Unemployed,2.0,1.0,Anime;Visual Novels,GSS,1.0,1.0,7.0,8.0,3.0,Comedy/SoL,Action,0.0,1.0,Yes,1.0
109,2.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,6.0,1.0,Anime;Manga,OTHER,0.0,1.0,8.0,9.0,7.0,Fantasy,Action,0.0,1.0,Maybe,1.0
110,1.0,Enby,1.0,North America,-7.0,MS,1.0,FullTimer,1.0,1.0,Anime;Doujinshi;Light Novels,AFSS,1.0,1.0,9.0,10.0,8.0,Comedy/SoL,Psycho,0.0,1.0,Yes,1.0
111,1.0,Man,0.0,North America,-8.0,HS,1.0,Unemployed,2.0,1.0,Anime;Manga,OTHER,1.0,1.0,9.0,9.0,0.0,Action,SciFi/M&M,0.0,0.0,Yes,1.0
112,0.0,Man,0.0,North America,-5.0,HSDropout,1.0,Unemployed,7.0,1.0,Anime;Manga,OTHER,0.0,1.0,7.0,6.0,7.0,Action,Comedy/SoL,0.0,0.0,No,1.0
113,1.0,Man,0.0,Europe,2.0,HSDropout,1.0,Unemployed,7.0,0.0,Anime,AFSS,0.0,1.0,9.0,6.0,6.0,Action,Supernatural,0.0,0.0,No,1.0
114,0.0,Man,0.0,North America,-6.0,HSDropout,1.0,Unemployed,6.0,1.0,Anime;Doujinshi,AFSS,0.0,1.0,7.0,8.0,3.0,Fantasy,Action,1.0,1.0,No,0.0
116,1.0,Man,0.0,North America,-5.0,HS,1.0,Unemployed,5.0,1.0,Anime,GSS,0.0,0.0,5.0,8.0,7.0,Action,Fantasy,0.0,0.0,Maybe,1.0
117,1.0,Man,0.0,North America,-8.0,HS,1.0,PartTimer,4.0,1.0,Anime;Manga;Light Novels;Visual Novels,AFSS,0.0,1.0,8.0,9.0,0.0,Comedy/SoL,Rom/Dram,1.0,0.0,Yes,1.0
118,1.0,Man,1.0,North America,-6.0,BA/BS,1.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Visual Novels,OTHER,0.0,1.0,7.0,5.0,3.0,SciFi/M&M,Comedy/SoL,0.0,1.0,No,1.0
119,1.0,Man,0.0,Europe,2.0,HS,1.0,Unemployed,2.0,1.0,Anime,OTHER,0.0,1.0,6.0,10.0,5.0,Action,Rom/Dram,0.0,1.0,Maybe,1.0
120,1.0,Man,0.0,North America,2.0,HS,1.0,PartTimer,6.0,1.0,Anime,AFSS,1.0,1.0,8.0,10.0,6.0,Action,Psycho,0.0,0.0,Yes,1.0
121,1.0,Man,0.0,North America,-5.0,MS,1.0,Unemployed,7.0,0.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,6.0,6.0,5.0,Psycho,SciFi/M&M,1.0,1.0,No,1.0
122,2.0,Man,0.0,North America,-8.0,MS,0.0,FullTimer,3.0,1.0,Anime,AFSS,1.0,1.0,7.0,9.0,6.0,Psycho,Supernatural,0.0,1.0,Yes,1.0
123,1.0,Man,0.0,North America,-8.0,HS,0.0,Unemployed,3.0,1.0,Anime;Manga,OTHER,1.0,1.0,7.0,10.0,5.0,Action,Psycho,0.0,0.0,Maybe,1.0
124,1.0,Woman,1.0,North America,-5.0,BA/BS,1.0,Unemployed,6.0,1.0,Anime;Manga;Visual Novels,OTHER,1.0,1.0,8.0,6.0,2.0,Comedy/SoL,Rom/Dram,1.0,1.0,Yes,1.0
125,2.0,Man,0.0,North America,-5.0,MS,0.0,FullTimer,6.0,1.0,Anime;Manga;Doujinshi,AFSS,1.0,1.0,4.0,8.0,2.0,Supernatural,Rom/Dram,0.0,1.0,No,1.0
126,1.0,Man,0.0,Asia,7.0,BA/BS,1.0,Unemployed,6.0,1.0,Anime;Manga;Doujinshi,GSS,0.0,1.0,8.0,10.0,8.0,Comedy/SoL,Rom/Dram,1.0,1.0,Yes,1.0
127,1.0,Man,0.0,Europe,1.0,HSDropout,1.0,PartTimer,6.0,1.0,Anime;Manga,OTHER,1.0,1.0,5.0,9.0,4.0,Rom/Dram,Comedy/SoL,0.0,1.0,Maybe,1.0
128,1.0,Man,0.0,North America,-8.0,BA/BS,0.0,FullTimer,7.0,1.0,Anime;Manga;Doujinshi;Light Novels,OTHER,0.0,1.0,8.0,9.0,6.0,Fantasy,Comedy/SoL,0.0,1.0,No,1.0
129,1.0,Man,0.0,Australia,11.0,HS,1.0,Unemployed,2.0,1.0,Anime;Manga;Doujinshi,OTHER,0.0,1.0,7.0,9.0,7.0,Action,Supernatural,0.0,1.0,Maybe,1.0
130,3.0,Man,0.0,North America,-7.0,BA/BS,0.0,Unemployed,7.0,1.0,Anime;Manga;Doujinshi;Light Novels;Visual Novels,AFSS,1.0,1.0,7.0,9.0,7.0,SciFi/M&M,Comedy/SoL,1.0,1.0,No,1.0
132,2.0,Man,0.0,Europe,1.0,T/VS,0.0,FullTimer,4.0,1.0,Anime;Visual Novels,AFSS,0.0,0.0,6.0,9.0,3.0,Comedy/SoL,Rom/Dram,0.0,0.0,Yes,1.0
133,2.0,Woman,0.0,Australia,10.0,MS,0.0,FullTimer,2.0,0.0,Anime;Manga,AFSS,1.0,1.0,7.0,9.0,5.0,Supernatural,Comedy/SoL,0.0,0.0,Yes,1.0
134,1.0,Man,0.0,North America,-5.0,BA/BS,1.0,FullTimer,7.0,1.0,Anime;Doujinshi,AFSS,1.0,1.0,6.0,8.0,7.0,Comedy/SoL,Action,0.0,1.0,Yes,1.0
